id,careerId,name,socname,educationalRequirementName,description,Values
ckwg.US.en.5.01,ckc.US.en-5.01-7,Sales Engineer,Sales Engineer,Bachelor’s degree,Sells scientific and technology products to businesses; has strong product knowledge.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.01,ckc.US.en-5.01-8,"Sales Representative, Wholesale & Manufacturing","Sales Representative, Wholesale & Manufacturing",High school diploma or equivalent,Sells products and goods to various businesses and organizations.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.5.01,ckc.US.en-5.01-9,Wholesale or Retail Buyer ,Wholesale or Retail Buyer,Bachelor’s degree,Purchases products and goods for stores and other companies they will resell to customers.,achievement;ambition;business success;enthusiasm;influence;leadership
ckwg.US.en.2.06,ckc.US.en-2.06-1,Actuary ,Actuary,Bachelor’s degree,"Analyzes the financial cost of risks, predicting the likelihood of events like disasters or accidents.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.06,ckc.US.en-2.06-2,Mathematician ,Mathematician,Master’s degree,Uses math to analyze data and solve practical problems.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.06,ckc.US.en-2.06-3,Operations Research Analyst ,Operations Research Analyst,Bachelor’s degree,Uses math and analysis to help organizations solve complex problems and make better business decisions.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.06,ckc.US.en-2.06-4,Statistician,Statistician,Master’s degree,"Collects and analyzes data to help solve practical problems in business, healthcare and engineering.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.1.09,ckc.US.en-1.09-1,Baker ,Baker,None,Mixes ingredients using recipes to make breads and other baked goods for retail sale.,activity;authenticity;conformity;practicality
ckwg.US.en.1.09,ckc.US.en-1.09-2,Butcher or Meat Cutter,Butcher or Meat Cutter,None,"Cuts, trims and packages various types of meat for retail sale.",activity;authenticity;conformity;practicality
ckwg.US.en.1.09,ckc.US.en-1.09-3,"Cook, Fast Food","Cook, Fast Food",None,"Prepares, seasons and cooks a variety of foods according a fast food chain's instructions.",activity;authenticity;conformity;practicality
ckwg.US.en.1.09,ckc.US.en-1.09-4,"Cook, Institution and Cafeteria","Cook, Institution and Cafeteria",None,"Prepares, seasons and cooks a variety of foods in places like school or hospital cafeterias.",activity;authenticity;conformity;practicality
ckwg.US.en.1.09,ckc.US.en-1.09-5,"Cook, Restaurant ","Cook, Restaurant",None,"Prepares, seasons and cooks a variety of foods for restaurants.",activity;authenticity;conformity;practicality
ckwg.US.en.1.09,ckc.US.en-1.09-6,Food Preparation Worker,Food Preparation Worker,None,Prepares food under direction of cooks and chefs.,activity;authenticity;conformity;practicality
ckwg.US.en.5.02,ckc.US.en-5.02-1,Barber ,Barber,High school + certificate,Creates hairstyles and provides grooming services mainly for men.,business success;enthusiasm;influence
ckwg.US.en.5.02,ckc.US.en-5.02-2,Bartender ,Bartender,None,Prepares and serves drinks to customers at bars or other establishments serving alcohol.,business success;enthusiasm;influence
ckwg.US.en.5.02,ckc.US.en-5.02-3,Flight Attendant ,Flight Attendant,High school diploma or equivalent,Provides various services on a flight to ensure passenger safety and comfort.,business success;enthusiasm;influence
ckwg.US.en.5.02,ckc.US.en-5.02-4,Gaming Service Worker ,Gaming Service Worker,High school diploma or equivalent,"Serves or tends to customers in a gambling environment, like dealing cards at a casino.",business success;enthusiasm;influence
ckwg.US.en.5.02,ckc.US.en-5.02-5,"Hairdresser, Hairstylist, or Cosmetologist ","Hairdresser, Hairstylist, or Cosmetologist",High school + certificate,"Provides hairstyles and other beauty services, mainly for women.",business success;enthusiasm;influence
ckwg.US.en.5.02,ckc.US.en-5.02-6,Manicurist and Pedicurist,Manicurist and Pedicurist,High school + certificate,"Cleans, files, paints and beautifies clients' fingernails and toenails.",business success;enthusiasm;influence
ckwg.US.en.5.02,ckc.US.en-5.02-7,Skincare Specialist,Skincare Specialist,High school + certificate,Cleanses and treats clients face and body to enrich their skin.,business success;enthusiasm;influence
ckwg.US.en.5.02,ckc.US.en-5.02-8,Travel Agent ,Travel Agent,High school diploma or equivalent,"Helps people plan trips; sells transportation, lodging and entertainment packages.",business success;enthusiasm;influence
ckwg.US.en.5.02,ckc.US.en-5.02-9,Waiter/Waitress ,Waiter/Waitress,None,Takes customers' orders and serves customers food and beverages in a dining establishment.,business success;enthusiasm;influence
ckwg.US.en.3.05,ckc.US.en-3.05-1,Broadcast News Analyst,Broadcast News Analyst,Bachelor’s degree,"Offers their opinion or expertise in a particular subject to radio, television or print audiences.",courage;creativity;self-expression
ckwg.US.en.3.05,ckc.US.en-3.05-2,Editor,Editor,Bachelor’s degree,"Coordinates, reviews and changes written content and story ideas for publications.",courage;creativity;self-expression
ckwg.US.en.3.05,ckc.US.en-3.05-3,Freelance Writer,Freelance Writer,Bachelor’s degree,Writes and sells content to various publications and media; usually works for themselves.,courage;creativity;self-expression
ckwg.US.en.3.05,ckc.US.en-3.05-4,Interpreter or Translator,Interpreter or Translator,Bachelor’s degree,"Converts information from one language to another verbally, in writing or using sign language.",courage;creativity;self-expression
ckwg.US.en.3.05,ckc.US.en-3.05-5,"Public Address Announcer, MC, or DJ","Public Address Announcer, MC, or DJ",High school diploma or equivalent,Announces what is happening and gives the audience instructions at large public events.,courage;creativity;self-expression
ckwg.US.en.3.05,ckc.US.en-3.05-6,Radio and Television Announcer,Radio and Television Announcer,Bachelor’s degree,Delivers news and reports on radio and television programs.,courage;creativity;self-expression
ckwg.US.en.3.05,ckc.US.en-3.05-7,Reporter or Correspondent,Reporter or Correspondent,Bachelor’s degree,Researches and informs the public about local or international news and events.,courage;creativity;self-expression
ckwg.US.en.3.05,ckc.US.en-3.05-8,Technical or Scientific Editor or Writer ,Technical or Scientific Editor or Writer,Bachelor’s degree,Writes effective and helpful instructions and operation manuals.,courage;creativity;self-expression
ckwg.US.en.3.01,ckc.US.en-3.01-1,Creative Writer,Creative Writer,Bachelor’s degree,Writes original works of fiction for publication or performance.,courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.01,ckc.US.en-3.01-2,Poet or Lyricist,Poet or Lyricist,Bachelor’s degree,Writes original poetry or song lyrics for publication or performance.,courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.01,ckc.US.en-3.01-3,Writer or Author,Writer or Author,Bachelor’s degree,"Writes original content for online or offline publications, performances and media.",courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.1.03,ckc.US.en-1.03-1,Architectural or Civil Drafter,Architectural or Civil Drafter,Associate’s degree,Uses software to convert product or building designs into technical drawings and plans.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-10,Forest or Conservation Technician,Forest or Conservation Technician,Associate’s degree,"Measures and helps improve forest quality, rangeland and natural areas.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-11,Industrial Engineering Technician,Industrial Engineering Technician,Associate’s degree,"Collects data, implements plans for more efficient machinery and personnel in workplaces.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-12,Materials Engineer,Materials Engineer,Bachelor’s degree,Develops and and tests various materials to create a range of products.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-13,Mechanical Engineer ,Mechanical Engineer,Bachelor’s degree,"Designs, develops, builds and tests mechanical devices, tools, engines and machines.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-14,Mechanical Engineering Technician,Mechanical Engineering Technician,Associate’s degree,Helps engineers produce and build mechanical devices.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-15,Mining or Geological Engineer ,Mining or Geological Engineer,Bachelor’s degree,Evaluates sites or designs mines to safely and efficiently remove metal or minerals for manufacturing.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-16,Nuclear Technician ,Nuclear Technician,Associate’s degree,Assists in nuclear research and production; operates equipment to monitor radiation levels.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-17,Radiologic Technologist or Technician,Radiologic Technologist or Technician,Associate’s degree,Takes x-rays or patient images to help doctors diagnose and treat illnesses.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-18,Sound Engineering Technician ,Sound Engineering Technician,High school + certificate,Operates and controls audio equipment to ensure high quality sound when recording.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-19,Surveying or Mapping Technician,Surveying or Mapping Technician,High school diploma or equivalent,Collects geographic data and measurements of land to create maps of the earth's surface.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-2,Audio & Video Equipment Technician,Audio & Video Equipment Technician,High school + certificate,Sets up and operates audio and video equipment for events.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-20,Surveyor,Surveyor,Bachelor’s degree,Makes accurate measurements for property boundaries and construction projects.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-21,Wind Turbine Technician,Wind Turbine Technician,High school + some college,"Installs, maintains and repairs wind turbines that create energy.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-3,Broadcast Technician ,Broadcast Technician,Associate’s degree,Operates transmitters; edits audio and video for radio and television.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-4,Cartographer or Photogrammetrist,Cartographer or Photogrammetrist,Bachelor’s degree,"Collects information about the earth's features, locations for business and government maps.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-5,Civil Engineering Technician,Civil Engineering Technician,Associate’s degree,Helps civil engineers plan and design large construction projects like bridges and highways.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-6,Construction or Building Inspector,Construction or Building Inspector,High school diploma or equivalent,"Ensures construction projects meet government requirements, codes, and regulations.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-7,Electrical & Electronic Engineering Technician,Electrical & Electronic Engineering Technician,Associate’s degree,"Helps engineers design, evaluate and develop computers, devices and equipment.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-8,Electro-Mechanical Technician,Electro-Mechanical Technician,Associate’s degree,"Operates, tests, and fixes robotic, unmanned, and electro-mechanic equipment.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.03,ckc.US.en-1.03-9,Environmental Engineering Technician,Environmental Engineering Technician,Associate’s degree,Carries out environmental plans; tests and operates equipment to prevent pollution.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.5.08,ckc.US.en-5.08-1,Financial Examiner,Financial Examiner,Bachelor’s degree,Reviews records to make sure banks and insurance companies are following laws and regulations.,achievement;ambition;influence;leadership
ckwg.US.en.5.08,ckc.US.en-5.08-2,Immigration or Customs Inspector ,Immigration or Customs Inspector,High school diploma or equivalent,Evaluates people and inspects goods arriving at or departing from a national border.,achievement;ambition;influence;leadership
ckwg.US.en.5.08,ckc.US.en-5.08-3,Occupational Health and Safety Specialist,Occupational Health and Safety Specialist,Bachelor’s degree,Designs safety programs for and inspects workplaces to identify hazards and ensure legal compliance.,achievement;ambition;influence;leadership
ckwg.US.en.5.08,ckc.US.en-5.08-4,"Tax Examiner, Collector, or Revenue Agent","Tax Examiner, Collector, or Revenue Agent",Bachelor’s degree,Investigates and makes sure governments receive taxes from individuals and businesses.,achievement;ambition;influence;leadership
ckwg.US.en.6.02,ckc.US.en-6.02-1,Cashier ,Cashier,None,"Processes payments from customers purchasing food, products and services.",accuracy;business achievement;conformity;efficiency;financial success;organization;planning
ckwg.US.en.6.02,ckc.US.en-6.02-2,Counter or Rental Clerk ,Counter or Rental Clerk,None,Checks in and processes customers who need to rent a car or have their car serviced.,accuracy;business achievement;conformity;efficiency;financial success;organization;planning
ckwg.US.en.6.02,ckc.US.en-6.02-3,Gaming Cage Worker ,Gaming Cage Worker,High school diploma or equivalent,Handles financial transactions for clients in a casino or other gaming establishment.,accuracy;business achievement;conformity;efficiency;financial success;organization;planning
ckwg.US.en.6.02,ckc.US.en-6.02-4,Insurance Claim Clerk,Insurance Claim Clerk,High school diploma or equivalent,Collects information from an insured client in order to file a claim for payment.,accuracy;business achievement;conformity;efficiency;financial success;organization;planning
ckwg.US.en.6.02,ckc.US.en-6.02-5,Parts Salesperson,Parts Salesperson,None,Sells replacement parts for cars and other equipment.,accuracy;business achievement;conformity;efficiency;financial success;organization;planning
ckwg.US.en.6.02,ckc.US.en-6.02-6,Postal Service Clerk,Postal Service Clerk,High school diploma or equivalent,Assists customers with transactions in a post office; sells stamps and insures mailings.,accuracy;business achievement;conformity;efficiency;financial success;organization;planning
ckwg.US.en.6.02,ckc.US.en-6.02-7,Teller ,Teller,High school diploma or equivalent,"Processes bank transactions, like cashing checks or depositing money.",accuracy;business achievement;conformity;efficiency;financial success;organization;planning
ckwg.US.en.2.03,ckc.US.en-2.03-1,Allergist,Allergist,Doctoral or professional degree,"Diagnoses, treats and prevents allergic diseases affecting patients' immune system.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-10,Optometrist ,Optometrist,Doctoral or professional degree,Examines patients' eyes and other parts of the visual system; diagnoses and treats vision concerns.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-11,Orthodontist,Orthodontist,Doctoral or professional degree,Straightens teeth by applying pressure to them with braces and other appliances.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-12,Pediatrician,Pediatrician,Doctoral or professional degree,"Diagnoses, treats and prevents illness and injuries in infants, children and teenagers.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-13,Pharmacist ,Pharmacist,Doctoral or professional degree,Fills and dispenses medication to patients; gives advice on safe use of prescriptions.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-14,Physician or Surgeon ,Physician or Surgeon,Doctoral or professional degree,"Examines, diagnoses, and treats patients' health conditions; performs surgery.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-15,Psychiatrist,Psychiatrist,Doctoral or professional degree,"Diagnoses and treats mental illness with counseling, medication, and other methods.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-16,Surgical Technologist ,Surgical Technologist,High school + certificate,Prepares and arranges equipment in operating rooms; assists surgeons during surgeries.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-17,Veterinarian ,Veterinarian,Doctoral or professional degree,"Diagnoses, treats, and cares for animals' medical conditions and diseases.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-18,Veterinary Technologist or Technician,Veterinary Technologist or Technician,Associate’s degree,"Performs medical tests to diagnose animals' illnesses and injuries, supervised by a veterinarian.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-2,Anesthesiologist,Anesthesiologist,Doctoral or professional degree,Administers pain relief and monitors anesthetics for a patient in surgery.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-3,Audiologist ,Audiologist,Doctoral or professional degree,"Examines, diagnoses and treats patients with hearing, balance or other ear problems.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-4,Cardiologist ,Cardiologist,Doctoral or professional degree,Diagnoses and helps treat human heart and blood vessels' diseases or conditions.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-5,Chiropractor ,Chiropractor,Doctoral or professional degree,"Diagnoses and treats patients with health problems related to nerves, muscles and bones.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-6,Dentist ,Dentist,Doctoral or professional degree,"Assesses and treats problems with patients' teeth, gums and mouth.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-7,Epidemiologist,Epidemiologist,Master’s degree,Collaborates with scientists to investigate patterns and/or causes of human disease and injury.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-8,Internist,Internist,Doctoral or professional degree,"Assesses and treats problems affecting patients' internal organs like the stomach, kidneys and digestive tract.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.03,ckc.US.en-2.03-9,Obstetrician ,Obstetrician,Doctoral or professional degree,"Provides medical care to women, including during pregnancy and childbirth.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.5.05,ckc.US.en-5.05-1,Accountant or Auditor ,Accountant or Auditor,Bachelor’s degree,"Reviews and prepares financial records, submits tax forms, making sure they are accurate.",achievement;ambition;business success;influence;leadership
ckwg.US.en.5.05,ckc.US.en-5.05-2,"Appraiser, Real Estate","Appraiser, Real Estate",Bachelor’s degree,"Estimates how much land or buildings are worth before they are sold, mortgaged or insured.",achievement;ambition;business success;influence;leadership
ckwg.US.en.5.05,ckc.US.en-5.05-3,Chief Financial Officer,Chief Financial Officer,Bachelor’s degree,"Oversees a company's financial goals and budgets, making sure data is accurate.",achievement;ambition;business success;influence;leadership
ckwg.US.en.5.05,ckc.US.en-5.05-4,Financial Manager,Financial Manager,Bachelor’s degree,Helps an organization reach its financial goals by developing plans and ensuring accurate reports.,achievement;ambition;business success;influence;leadership
ckwg.US.en.5.05,ckc.US.en-5.05-5,Loan Officer ,Loan Officer,Bachelor’s degree,Evaluates and approves financial loans for individuals and businesses.,achievement;ambition;business success;influence;leadership
ckwg.US.en.5.05,ckc.US.en-5.05-6,Personal Financial Advisor,Personal Financial Advisor,Bachelor’s degree,"Gives people financial advice about options for investments, taxes and insurance.",achievement;ambition;business success;influence;leadership
ckwg.US.en.5.05,ckc.US.en-5.05-7,Treasurer or Controller,Treasurer or Controller,Bachelor’s degree,Directs and coordinates all aspects of financial planning in an organization.,achievement;ambition;business success;influence;leadership
ckwg.US.en.2.05,ckc.US.en-2.05-1,Computer or Information Scientist ,Computer or Information Scientist,Doctoral or professional degree,"Invent, design and develop new ways to use computers and technology.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-10,"Software Developer, Applications","Software Developer, Applications",Bachelor’s degree,"Designs computer programs, develops applications for people to do specific tasks on a device.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-11,"Software Developer, Systems Software ","Software Developer, Systems Software",Bachelor’s degree,Designs computer programs and systems that run desktop and mobile devices or networks.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-12,Web Developer,Web Developer,Associate’s degree,Designs and creates websites keeping high performance and capacity in mind.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-2,Computer Programmer,Computer Programmer,Bachelor’s degree,Writes code to create software programs that computers run.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-3,Computer Support Specialist,Computer Support Specialist,High school + some college,Helps people and organizations fix and resolve computer problems.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-4,Computer Systems Analyst,Computer Systems Analyst,Bachelor’s degree,Helps organizations evaluate their computer system needs for more efficiency and effectiveness.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-5,Computer Network Support Specialist,Computer Network Support Specialist,Associate’s degree,Combines an organization's business and technology needs to design more effective computer systems.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-6,Database Administrator,Database Administrator,Bachelor’s degree,Uses specialized software to store and organize data for better access and security.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-7,Information Security Analyst,Information Security Analyst,Bachelor’s degree,"Plans, installs, and supports the protection of organizations' computer networks and systems.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-8,Network & Computer System Administrator,Network & Computer System Administrator,Bachelor’s degree,"Organizes, installs, and supports an organization's computer networks, servers, desktop and mobile devices.",ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.05,ckc.US.en-2.05-9,Network Architect or Engineer,Network Architect or Engineer,Bachelor’s degree,Designs and creates the computer and data communication networks workers use within an organization.,ambition;complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.1.08,ckc.US.en-1.08-1,Automotive Body Repairer ,Automotive Body Repairer,High school diploma or equivalent,Restores and repairs vehicle bodies and frames.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-10,Sheet Metal Worker ,Sheet Metal Worker,High school diploma or equivalent,Manufactures and installs products made of thin metal sheets to use in vehicles and buildings.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-11,Tool and Die Maker ,Tool and Die Maker,High school diploma or equivalent,Sets up and operates machines to make precision tools and molds for forging metal or plastic.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-12,"Welder, Cutter, Solderer, or Brazer ","Welder, Cutter, Solderer, or Brazer",High school diploma or equivalent,Welds and joins metal parts using hand-held or computer controlled equipment that apply heat.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-2,Boilermaker ,Boilermaker,High school diploma or equivalent,"Installs, assembles and repairs boilers and large containers storing liquids or gases.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-3,Cabinetmaker,Cabinetmaker,High school diploma or equivalent,Designs and makes cabinets using wood or other materials.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-4,Computer Control Programmer or Operator,Computer Control Programmer or Operator,High school diploma or equivalent,Writes computer code for and operates computer-operated machines or robots in manufacturing.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-5,Jeweler ,Jeweler,High school diploma or equivalent,"Designs, repairs, makes and sells jewelry; estimates value of precious gems and jewelry.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-6,Machinist ,Machinist,High school diploma or equivalent,Sets up and operates machines to produce precision metal parts.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-7,Medical Appliance Technician,Medical Appliance Technician,High school diploma or equivalent,"Repairs, contructs and fits devices that improve patients' lives like hearing aids and prosthetics.",activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-8,Museum Technician or Conservator,Museum Technician or Conservator,Bachelor’s degree,Restores and repairs valuable objects and papers in museum collections and exhibits.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.1.08,ckc.US.en-1.08-9,"Optician, Dispensing ","Optician, Dispensing",High school diploma or equivalent,Fits people with contact lenses and eyeglasses following prescriptions.,activity;authenticity;autonomy;conformity;effectiveness;practicality
ckwg.US.en.2.04,ckc.US.en-2.04-1,Biological Technician ,Biological Technician,Bachelor’s degree,"Helps biological or medical scientists conduct laboratory tests, experiments and research.",complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-10,Medical Laboratory Technician ,Medical Laboratory Technician,Associate’s degree,"Collects, examines and tests body fluids and other substances in the human body.",complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-11,Nuclear Medicine Technologist,Nuclear Medicine Technologist,Associate’s degree,Operates imaging equipment to view particular areas of a patient's body.,complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-12,Phlebotomist,Phlebotomist,High school + certificate,"Draws blood from patients for testing, transfusions, research or donations.",complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-2,Cardiovascular Technologist or Technician ,Cardiovascular Technologist or Technician,Associate’s degree,Conducts tests on the heart and blood vessels to record patients' cardiac activity.,complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-3,Chemical Technician ,Chemical Technician,Associate’s degree,"Helps scientists research, develop and produce chemical products like medicines and environmental tests.",complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-4,Clinical Laboratory Technician,Clinical Laboratory Technician,Associate’s degree,"Collects and performs automated tests on body fluids, tissue, and cells at doctors' request.",complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-5,Clinical Laboratory Technologist ,Clinical Laboratory Technologist,Bachelor’s degree,"Collects and performs more complex, sometimes manual tests on body fluids, tissue, and cells.",complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-6,Diagnostic Medical Sonographer ,Diagnostic Medical Sonographer,Associate’s degree,Takes images of parts of the human body that help doctors diagnose medical conditions.,complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-7,Environmental Science or Protection Technician,Environmental Science or Protection Technician,Associate’s degree,Conducts field tests to monitor the environment and investigate sources of pollution.,complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-8,Forensic Science Technician ,Forensic Science Technician,Bachelor’s degree,Collects and analyzes physical evidence taken from a crime scene to help investigate crimes.,complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.2.04,ckc.US.en-2.04-9,Geological or Petroleum Technician,Geological or Petroleum Technician,Associate’s degree,"Analyzes, explores and collects samples of soils, minerals and other natural resources.",complex problem-solving;curiosity;independence;logic;scientific achievement
ckwg.US.en.3.04,ckc.US.en-3.04-1,Composer,Composer,Bachelor’s degree,Writes and arranges music in various musical styles.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.04,ckc.US.en-3.04-2,Music Arranger or Orchestrator,Music Arranger or Orchestrator,Bachelor’s degree,Writes and transcribes musical scores and arrangements.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.04,ckc.US.en-3.04-3,Music Director,Music Director,Bachelor’s degree,Leads an orchestra or other musical groups during a performance or recording session.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
ckwg.US.en.3.04,ckc.US.en-3.04-4,Musician ,Musician,None,Plays instruments for live audiences or recording studios.,aesthetic experience and achievement;courage;creativity;imagination;open-mindedness;self-expression
